cluster,dim,group,estimand,registered,lo,hi
P.148 Ayer Hitam,ethnicity,Other,PN,684,0.0,0.9956140350877193
P.148 Ayer Hitam,age,18-29,turnout,16382,0.6242827493590526,0.857526553534367
P.148 Ayer Hitam,age,30-39,turnout,12750,0.45584313725490194,0.9141960784313725
P.148 Ayer Hitam,age,40-49,turnout,10544,0.43882776934749623,0.9704097116843703
P.148 Ayer Hitam,age,50-59,turnout,9454,0.5061349693251533,0.9937592553416543
P.148 Ayer Hitam,age,60-69,turnout,6866,0.5850568016312263,0.9762598310515584
P.148 Ayer Hitam,age,70+,turnout,4992,0.4479166666666667,0.9128605769230769
P.148 Ayer Hitam,age,18-29,BN,16382,0.14308387254303503,0.38316444878525213
P.148 Ayer Hitam,age,30-39,BN,12750,0.06823529411764706,0.5149803921568628
P.148 Ayer Hitam,age,40-49,BN,10544,0.03395295902883156,0.6394157814871017
P.148 Ayer Hitam,age,50-59,BN,9454,0.034800084620266555,0.6843664057541782
P.148 Ayer Hitam,age,60-69,BN,6866,0.11302068161957472,0.6849694145062627
P.148 Ayer Hitam,age,70+,BN,4992,0.07151442307692307,0.664863782051282
